Id,PageTitle,TypeName,SectionId,SectionName,TsCode,MeasureName,TheValue,ValueDate,FormatNumber,FormatDate,SectionSequence,UnitOfMeasure,PublishingAgency,PercChange,PercChangeFormat
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK1000Q,  Cash receipts from operating activities ,581507.7275,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK1000Q,  Cash receipts from operating activities ,655190.1497,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK2000Q,  Cash payments for operating activities ,686646.5709,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK2000Q,  Cash payments for operating activities ,630911.1921,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK2400Q,   Of which: Interest ,131705.6173,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK2400Q,   Of which: Interest ,53113.9811,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK4000Q,  Net cash-flow from operating activities ,-105138.8434,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK4000Q,  Net cash-flow from operating activities ,24278.9576,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3100Q,  Net cash-flow from investment activities ,-34282.4774,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3100Q,  Net cash-flow from investment activities ,-39642.8572,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK4100Q,  Cash surplus/deficit ,-139421.3208,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK4100Q,  Cash surplus/deficit ,-15363.8996,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK4200Q,  Net cash-flow from financing activities ,38171.1115,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK4200Q,  Net cash-flow from financing activities ,2399.6166,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK4300Q,  Financial assets other than cash ,-28185.0894,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK4300Q,  Financial assets other than cash ,-31820.3781,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3535X,   Domestic ,-129435.2959,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3535X,   Domestic ,-44784.659,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3504X,      Loans ,-2331.0166,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3504X,      Loans ,-1099.1636,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK9100X,      Other domestic financial assets ,-127104.2793,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK9100X,      Other domestic financial assets ,-43685.4954,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3550Q,   Foreign ,0.0,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3550Q,   Foreign ,0.0,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3600Q,  Liabilities ,66356.2008,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3600Q,  Liabilities ,34219.9947,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3601Q,   Domestic ,66356.2008,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3601Q,   Domestic ,38293.0177,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3602Q,      Currency and deposits ,0.0,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3602Q,      Currency and deposits ,0.0,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3603Q,      Securities other than shares ,87033.0432,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3603Q,      Securities other than shares ,-5962.8505,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3604Q,      Loans ,-3191.2235,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3604Q,      Loans ,-7175.5561,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK9200X,      Other domestic liabilities ,-17485.6188,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK9200X,      Other domestic liabilities ,51431.4243,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3650Q,   Foreign ,0.0,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3650Q,   Foreign ,-4073.023,2023-12-31T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
IMFFS,Economic and Financial Data for South Africa,SDDS Fiscal Sector,IMFFSGG,Consolidated General Government Operations,GCK3651Q,      Currency and deposits ,0.0,2023-09-30T00:00:00,0,Qq/yy,1,R Million,SARB,,0.00
